"","rab.all","rab.win.ADM","rab.win.HTY","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","species"
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__UCG-010;g__nan;s__nan",1.34213075333552,2.34776156972532,1.06631015973539,-1.64464425651613,6.93311701867817,-0.233145444211842,0.402000000339717,3.77680256360971e-05,0.000425932059178978,2.29311837653907e-05,0.000266726332578647,"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__UCG-010;g__nan;s__nan"
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__UCG-011;g__nan;s__nan",2.0783400842594,6.25862714409751,1.39259987117472,-3.31445890472394,7.30279431674575,-0.43485575005037,0.328534293788839,3.46139510788679e-14,1.3962909821219e-12,7.64052226625848e-17,5.63880873483923e-15,"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__UCG-011;g__nan;s__nan"
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__[Clostridium] methylpentosum group;g__nan;s__nan",1.08928701007558,1.87950645711971,0.852621649114848,-1.33616279258635,5.89944633017016,-0.20777799000053,0.407118576605285,0.000403667709949606,0.00345808836049999,6.45982640030674e-05,0.000709734756632863,"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__[Clostridium] methylpentosum group;g__nan;s__nan"
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__[Eubacterium] coprostanoligenes group;g__nan;s__nan",9.88247576306458,11.1559253851868,9.0782546893222,-1.87171371561311,6.57783134582251,-0.259404546288228,0.356200000522556,2.8949189155065e-10,7.63329103931014e-09,7.21584037731277e-13,3.15435655052437e-11,"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__[Eubacterium] coprostanoligenes group;g__nan;s__nan"
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__nan;g__nan;s__nan",7.28945286240451,7.87410321673284,7.02407004546735,-0.843960086548788,5.21675428290155,-0.133792480159668,0.420315937085064,0.000276069246647345,0.00270803468371573,4.28712541110145e-05,0.000554348215321964,"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__nan;g__nan;s__nan"
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptococcales;f__Peptococcaceae;g__Peptococcus;s__nan",0.845017869096385,1.2877551026591,0.696306527052863,-0.819478624727422,6.09124515020613,-0.122276986058914,0.434800000221093,0.00375652622812422,0.0202376595111085,0.00807184736734138,0.0334380576032827,"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptococcales;f__Peptococcaceae;g__Peptococcus;s__nan"
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Family XIII AD3011 group;s__nan",6.77238860320517,8.07902938489982,5.80206487442839,-2.39815176190767,5.6315464432197,-0.396582410741051,0.297600000806885,5.09940408874628e-25,7.53165374330499e-23,2.88778799317063e-25,6.61388520591586e-23,"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Family XIII AD3011 group;s__nan"
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Family XIII UCG-001;s__nan",2.96521650629473,5.49345771167098,2.23166580403402,-1.57429355668914,6.32324291769707,-0.242993934087148,0.390721856011254,2.02573811070082e-06,2.74840836448623e-05,7.01136419979783e-08,1.39238479137801e-06,"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Family XIII UCG-001;s__nan"
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Mogibacterium;s__nan",0.733739421491888,1.34054414105117,0.538994640206024,-1.20495876123842,6.10853356864672,-0.172953310115484,0.413517296837739,0.000107150111815135,0.00106271581887688,0.000458282788204354,0.00346016786808253,"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Mogibacterium;s__nan"
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__[Eubacterium] brachy group;s__nan",1.59055135802891,3.7731351287002,1.20434432533437,-1.89860317393506,6.03268388925355,-0.289593647503175,0.378200000431613,7.79791850865113e-07,1.01009965925543e-05,1.67592606512827e-08,2.87278978892796e-07,"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__[Eubacterium] brachy group;s__nan"
